product_id,title,description,category,price
386,Smart Watch,Delivers high performance with excellent build quality.,Home Appliances,97003
387,Advanced Watch,Advanced design optimized for everyday use.,Accessories,69010
388,Advanced Power Bank,Advanced design optimized for everyday use.,Clothing,57327
389,Portable Smartphone,"User-friendly, efficient, and value for money.",Electronics,7296
390,Advanced Laptop,Compact and portable design ideal for travel.,Home Appliances,41576
391,Wireless Shoes,Advanced design optimized for everyday use.,Kitchen,70616
392,Smart Backpack,Delivers high performance with excellent build quality.,Computers,35661
393,Advanced Power Bank,"Lightweight, durable, and built with premium materials.",Footwear,48290
394,Smart Shoes,Smart technology integrated for seamless operation.,Clothing,45821
395,Durable Camera,Delivers high performance with excellent build quality.,Clothing,20622
396,Portable Camera,Eco-friendly materials used ensuring sustainability.,Home Appliances,32809
397,Portable Backpack,Eco-friendly materials used ensuring sustainability.,Mobiles,31730
398,Advanced Watch,Smart technology integrated for seamless operation.,Computers,84466
399,Eco-Friendly Camera,Smart technology integrated for seamless operation.,Accessories,83936
400,High-Performance Mixer Grinder,Smart technology integrated for seamless operation.,Electronics,54087
401,Smart Mixer Grinder,"Lightweight, durable, and built with premium materials.",Kitchen,64100
402,Compact Headphones,Smart technology integrated for seamless operation.,Electronics,20639
403,Premium Watch,High quality and reliable product with long-lasting performance.,Clothing,93679
404,High-Performance Mixer Grinder,Advanced design optimized for everyday use.,Accessories,47041
405,Durable Power Bank,Advanced design optimized for everyday use.,Footwear,4626
406,Premium Headphones,Delivers high performance with excellent build quality.,Home Appliances,36827
407,Premium Television,Smart technology integrated for seamless operation.,Kitchen,72743
408,High-Performance Shoes,Advanced design optimized for everyday use.,Accessories,16550
409,Advanced Laptop,Eco-friendly materials used ensuring sustainability.,Kitchen,71982
410,Compact Watch,Advanced design optimized for everyday use.,Footwear,23815
411,High-Performance Television,High quality and reliable product with long-lasting performance.,Sports,62461
412,Portable Backpack,Compact and portable design ideal for travel.,Kitchen,28292
413,High-Performance Watch,Advanced design optimized for everyday use.,Kitchen,46125
414,Advanced Headphones,Compact and portable design ideal for travel.,Mobiles,77619
415,Durable Backpack,"Lightweight, durable, and built with premium materials.",Electronics,61663
416,Portable Smartphone,"Lightweight, durable, and built with premium materials.",Clothing,58474
417,High-Performance Camera,High quality and reliable product with long-lasting performance.,Sports,70345
418,Smart Camera,Advanced design optimized for everyday use.,Computers,69255
419,Premium Shoes,Compact and portable design ideal for travel.,Footwear,28258
420,Premium Smartphone,High quality and reliable product with long-lasting performance.,Home Appliances,84426
421,Smart Mixer Grinder,Advanced design optimized for everyday use.,Computers,21779
422,Portable Shoes,Delivers high performance with excellent build quality.,Electronics,53240
423,Durable Mixer Grinder,Compact and portable design ideal for travel.,Accessories,55475
424,Wireless Headphones,"User-friendly, efficient, and value for money.",Mobiles,87205
425,Smart Smartphone,Smart technology integrated for seamless operation.,Electronics,65683
426,High-Performance Backpack,Compact and portable design ideal for travel.,Electronics,17857
427,High-Performance Camera,Delivers high performance with excellent build quality.,Clothing,76270
428,Eco-Friendly Power Bank,High quality and reliable product with long-lasting performance.,Clothing,26161
429,Durable Camera,Compact and portable design ideal for travel.,Mobiles,60687
430,Compact Mixer Grinder,Eco-friendly materials used ensuring sustainability.,Mobiles,10422
431,Smart Television,"User-friendly, efficient, and value for money.",Computers,37044
432,Premium Headphones,Delivers high performance with excellent build quality.,Home Appliances,1100
433,Wireless Smartphone,"Lightweight, durable, and built with premium materials.",Electronics,61337
434,Wireless Laptop,Advanced design optimized for everyday use.,Clothing,92798
435,Wireless Headphones,High quality and reliable product with long-lasting performance.,Kitchen,24263
436,Advanced Mixer Grinder,Advanced design optimized for everyday use.,Footwear,50003
437,Smart Shoes,High quality and reliable product with long-lasting performance.,Clothing,50548
438,Premium Smartphone,Compact and portable design ideal for travel.,Clothing,86803
439,Premium Camera,High quality and reliable product with long-lasting performance.,Home Appliances,32962
440,Premium Watch,Smart technology integrated for seamless operation.,Electronics,40408
441,High-Performance Headphones,"Lightweight, durable, and built with premium materials.",Computers,9610
442,Smart Backpack,Advanced design optimized for everyday use.,Kitchen,17340
443,Compact Headphones,Smart technology integrated for seamless operation.,Computers,52278
444,Premium Watch,Smart technology integrated for seamless operation.,Accessories,94665
445,Portable Backpack,High quality and reliable product with long-lasting performance.,Electronics,15669
446,Durable Watch,High quality and reliable product with long-lasting performance.,Kitchen,17619
447,Smart Smartphone,Delivers high performance with excellent build quality.,Electronics,83192
448,Durable Headphones,Delivers high performance with excellent build quality.,Home Appliances,21922
449,Portable Laptop,Delivers high performance with excellent build quality.,Accessories,70658
450,Eco-Friendly Shoes,"Lightweight, durable, and built with premium materials.",Accessories,26292
451,Premium Headphones,Eco-friendly materials used ensuring sustainability.,Electronics,3788
452,Premium Shoes,"User-friendly, efficient, and value for money.",Computers,2167
453,Eco-Friendly Watch,"Lightweight, durable, and built with premium materials.",Mobiles,56397
454,Smart Smartphone,Smart technology integrated for seamless operation.,Computers,33462
455,Premium Backpack,"Lightweight, durable, and built with premium materials.",Electronics,74585
456,Eco-Friendly Mixer Grinder,Eco-friendly materials used ensuring sustainability.,Electronics,34163
457,Wireless Television,Delivers high performance with excellent build quality.,Kitchen,25099
458,Advanced Camera,High quality and reliable product with long-lasting performance.,Footwear,4675
459,Compact Mixer Grinder,"User-friendly, efficient, and value for money.",Mobiles,30250
460,High-Performance Headphones,Advanced design optimized for everyday use.,Clothing,98139
461,Portable Smartphone,Delivers high performance with excellent build quality.,Clothing,47916
462,Eco-Friendly Backpack,"Lightweight, durable, and built with premium materials.",Electronics,93805
463,High-Performance Shoes,Delivers high performance with excellent build quality.,Mobiles,480
464,Premium Camera,"Lightweight, durable, and built with premium materials.",Home Appliances,70487
465,Eco-Friendly Shoes,Advanced design optimized for everyday use.,Computers,11497
466,Portable Smartphone,Smart technology integrated for seamless operation.,Kitchen,17992
467,Eco-Friendly Power Bank,Compact and portable design ideal for travel.,Clothing,92815
468,Advanced Watch,High quality and reliable product with long-lasting performance.,Electronics,33091
469,Smart Camera,Delivers high performance with excellent build quality.,Clothing,31945
470,Wireless Laptop,Compact and portable design ideal for travel.,Accessories,20915
471,Wireless Backpack,Eco-friendly materials used ensuring sustainability.,Computers,91062
472,Eco-Friendly Mixer Grinder,Advanced design optimized for everyday use.,Clothing,77005
473,Durable Laptop,Advanced design optimized for everyday use.,Computers,4635
474,High-Performance Laptop,Delivers high performance with excellent build quality.,Home Appliances,15460
475,Premium Camera,Smart technology integrated for seamless operation.,Electronics,6636
476,Smart Power Bank,Delivers high performance with excellent build quality.,Computers,890
477,Advanced Power Bank,Delivers high performance with excellent build quality.,Sports,10821
478,Durable Watch,Smart technology integrated for seamless operation.,Home Appliances,51151
479,Smart Shoes,"User-friendly, efficient, and value for money.",Kitchen,64630
480,Premium Watch,Advanced design optimized for everyday use.,Clothing,38967
481,Eco-Friendly Watch,"Lightweight, durable, and built with premium materials.",Computers,4188
482,Advanced Camera,Advanced design optimized for everyday use.,Clothing,11386
483,Wireless Television,High quality and reliable product with long-lasting performance.,Clothing,20943
484,Premium Smartphone,"Lightweight, durable, and built with premium materials.",Clothing,49428
485,Advanced Television,Delivers high performance with excellent build quality.,Clothing,27789
486,Premium Camera,Compact and portable design ideal for travel.,Accessories,52339
487,Premium Laptop,"Lightweight, durable, and built with premium materials.",Accessories,56792
488,Eco-Friendly Laptop,"User-friendly, efficient, and value for money.",Mobiles,42539
489,Smart Smartphone,Compact and portable design ideal for travel.,Footwear,42913
490,Portable Shoes,"Lightweight, durable, and built with premium materials.",Accessories,73132
491,Eco-Friendly Shoes,"User-friendly, efficient, and value for money.",Clothing,89304
